   CITY                       ,   LAT,    LON,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,1-Sep,Totals,Sum,IsSum_Total_Same?
Spring Branch 5.1 SSE,29.820194,98.40107,0.23,,3.56,0.65,0,,,,4.44,4.44,1
Spring Branch 5.6 SSE,29.837416,98.398683,0.27,0.39,1.51,0.36,0,0,0,0,2.53,2.53,1
Spring Branch 7.5 NE,29.951096,98.322399,0.28,0.74,3.24,0.67,0.01,0,0,0,4.94,4.94,1
Spring Creek @ FM 2978,30.134077,-95.596571,0.32,5.88,16.08,3.04,1.56,0,0,,26.88,26.88,1
Spring Creek @ Hegar Road,30.085697,-95.841879,0.4,11.44,13.16,2.24,0.6,0,0,,27.84,27.84,1
Spring Creek @ I-45,30.109633,-95.436785,0.2,6.52,16.88,4,1.92,0,0,,29.52,29.52,1
Spring Creek @ Kuykendahl Road,30.170279,-95.541396,0.24,7.52,13.92,3.4,1.88,0,0,,26.96,26.96,1
Spring Creek @ SH 249,30.119699,-95.645868,0.32,5.84,15.32,3,1.08,0,0,,25.56,25.56,1
Spring Valley 2.7 NW,29.8133,95.5389,0,1.72,9.44,9.65,7.6,0.31,0.01,0,28.73,28.73,1
Springtown 6.0 NW,33.025792,97.760402,1.78,0,0.09,0.11,0,0,0,0,1.98,1.98,1
SPUR                     1 W,33.48,-100.88,,,0,0,,,,,0,0,1
SPUR                     3 NW,33.48,-100.88,,,0,0,,,,,0,0,1
Spurger 6.2 S,30.60209,94.167327,0.46,0.02,4.22,6.24,3.48,11.5,3.26,0,29.18,29.18,1
St. Hedwig 4.9 S,29.354481,98.205157,0.1,1,2.13,0.66,0,0,0,0,3.89,3.89,1
St. Hedwig/Cibolo Creek,29.5,-98.19,,,,,,,,,4.36,0,0
Stamford 0.2 ESE,32.944496,99.799623,,0.2,,,,,,,0.2,0.2,1
Stamford 2.4 E,32.9373845458031,99.7707965970039,0,0.03,0,0,0,0,0,0,0.03,0.03,1
Star Lake @ GIWW,29.68917,-94.15806,2.67,3.59,4.64,4.84,21.11,0.39,0,,37.24,37.24,1
State Highway 124 @ Hillebrandt Bayou,30.03583,-94.14889,1.3,1.82,8.93,7.09,25.04,4.88,0,,49.06,49.06,1
State Highway 124 @ North Fork Taylors Bayou,29.90056,-94.26917,0.55,3.54,8.23,6.89,22.25,3.46,0.04,,44.96,44.96,1
State Highway 365 @ Green Pond Gully,29.94528,-94.32611,0.47,2.05,9.65,7.99,20.39,4.45,0,,45,45.00,1
STEPHENVILLE             2 E,32.22,-98.18,,,0.29,0.22,0.21,,,,0.72,0.72,1
Stephenville 0.8 NW,32.227707,98.22397,0,0.15,0.28,0.37,,,,0.01,0.81,0.81,1
Stephenville 2.3 ESE,32.20313,98.17989,0.04,0,0.4,0.38,0.22,0,,0,1.04,1.04,1
Stephenville 2.6 NNW,32.252179,98.235884,0,0.37,0.27,0.29,0.05,0,0,0,0.98,0.98,1
Sterling City 0.7 NE,31.8462039,100.9780497,0,0.41,0,0,0,0,0,0,0.41,0.41,1
STOCKDALE                4 N,29.29,-97.97,,1.78,4.75,1.77,,,,,8.3,8.30,1
Stockdale 6.4 N,29.325604,97.975034,,1.78,4.75,1.77,,,,,8.3,8.30,1
STONEWALL                2 N,30.26,-98.63,0,0.44,1.02,0.35,0,,,,1.81,1.81,1
STONEWALL                7 NNE,30.33,-98.61,0,0.21,1.05,0.25,0,,,,1.51,1.51,1
Stonewall 2.3 ENE,30.237494,98.625827,0,2,0,0,0.1,0,0,0,2.1,2.1,1
Stratford 0.5 ESE,36.3336,102.0668,0.02,0,0,0.53,0,0,0,0,0.55,0.55,1
Study Butte - Terlingua 12.6 NNE,29.489291,103.466435,0.25,,,,,,,,0.25,0.25,1
Stupka's Camp @ GIWW,29.76528,-94.05222,0.71,1.77,2.49,5.07,10.24,0,0,,20.28,20.28,1
SUBLIME                  2 WSW,29.47,-96.81,,,0,,,,,,0,0,1
Sugar Land .5 SE,29.610741,95.633544,0.36,8.22,10.18,9.63,7.71,0.26,0,0,36.36,36.36,1
Sugar Land 1 ESE,29.61,-95.6,,,,,,,,,34.36,0,0
Sugar Land 1.0 W,29.616623,95.633224,,7.61,10.36,8.8,7.4,0.34,0,0,34.51,34.51,1
Sugar Land 1.5 NNW,29.6387825012207,95.6269226074219,,6.2,10.82,,,,,,17.02,17.02,1
Sugar Land 2.6 SSW,29.5828266143799,95.6294174194336,,,8.31,9.19,7.84,,,0,25.34,25.34,1
SUGARLAND                1 ENE,29.63,-95.62,,,,,,0.33,,,0.33,0.33,1
SUGARLAND                1 NW,29.64,-95.65,,,,9.84,,,,,9.84,9.84,1
SUGARLAND                3 ESE,29.61,-95.58,,5.2,,,,,,,5.2,5.2,1
SUGARLAND                3 SSW,29.58,-95.64,,,,7.92,,,,,7.92,7.92,1
Sulphur Springs 4.3 E,33.134191,95.53623,0,0.01,0,0,0,0,0.05,0,0.06,0.06,1
Sumner 0.9 WSW,33.7332978844643,95.6870529055595,0,0,0,0,0.34,0,0,0,0.34,0.34,1
Sunrise Beach Village 0.5 S,30.581368,98.420129,,,,0.23,,,,,0.23,0.23,1
Sunrise Beach Village 2 WSW,30.59,-98.44,,,,,,,,,0.99,0,0
Sunrise Beach Village 3 WSW,30.59,-98.46,,,,,,,,,1.21,0,0
Sunrise Beach Village 4 SSW,30.55,-98.42,,,,,,,,,1.51,0,0
Sunrise Beach Village 7 WSW,30.58,-98.51,,,,,,,,,1.2,0,0
Sunrise Beach Village 9 SW,30.49,-98.52,,,,,,,,,1.92,0,0
Sunset Valley 0.7 SE,30.218793,97.808739,,1.06,7.3,1.61,0.02,0,0,0,9.99,9.99,1
Sunset Valley 1 NE,30.24,-97.8,,,,,,,,,7.72,0,0
Sunset Valley 1 W,30.23,-97.83,,,,,,,,,7.22,0,0
Sunset Valley 4.4 ESE,30.194162,97.752995,,,0,,,,,,0,0,1
Sutherland/Cibolo Creek,29.28,-98.05,,,,,,,,,5.4,0,0
TAHOKA                        ,33.21,-101.78,,,0,0,,,,,0,0,1
TAHOKA                        ,33.17,-101.8,,,,0,,,,,0,0,1
TALCO                    3 NE,33.39,-95.06,,,0,0,0,0,0,,0,0,1
Tanglewood Forest 0.5 SSW,30.167745,97.841362,,5.02,4.06,0.42,,,,,9.5,9.50,1
Tanglewood Forest 0.6 NE,30.180668,97.831468,,1.4,4.72,1.25,0,0,0,0,7.37,7.37,1
Tanglewood Forest 1 NNW,30.2,-97.84,,,,,,,,,7.04,0,0
Tanglewood Forest 1 WNW,30.19,-97.85,,,,,,,,,7.05,0,0
Tanglewood Forest 1.7 SSW,30.151183,97.849085,,0.51,8.02,1.1,0.02,,,,9.65,9.65,1
Tanglewood Forest 2 W,30.18,-97.86,,,,,,,,,9.64,0,0
Tanglewood Forest 2.2 SW,30.155918,97.868332,,4.15,4.4,0.94,,,,,9.49,9.49,1
Tanglewood Forest 2.9 E,30.177585,97.78995,0.05,1.13,7.31,1.9,0.01,0,0,0,10.4,10.4,1
Tanglewood Forest 3.1 NW,30.210059,97.870763,,,7.01,1.24,0.02,0,0,0,8.27,8.27,1
Tanglewood Forest 3.5 NW,30.213148,97.877137,0,2.07,4.62,1.21,0.02,0,0,0,7.92,7.92,1
Tanglewood Forest 3.5 NW,30.2126571536064,97.8761968016624,,1,6.8,,,,,,7.8,7.8,1
Tanglewood Forest 4 WNW,30.19,-97.88,,,,,,,,,6.36,0,0
TARPLEY                       ,29.67,-99.29,0,0.02,0.03,,,,,,0.05,0.05,1
Tarpley/Hondo Creek,29.57,-99.25,,,,,,,,,0.1,0,0
Taylor,30.57,-97.41,,,,,,,,,3.95,0,0
TAYLOR                   1 NW,30.58,-97.42,0.17,0.67,3.27,1.94,0.03,0,,,6.08,6.08,1
Taylor 0.9 NNW,30.5844,97.4156,0.17,0.67,3.27,1.94,0.03,0,0,0,6.08,6.08,1
Taylor 1.0 NNW,30.585012,97.416311,0.13,0,3.52,2.1,0,0,0,0,5.75,5.75,1
Taylor 1.1 NNW,30.5852,97.4202,0.12,0.5,3.86,2.5,0.06,0,0,0,7.04,7.04,1
Taylor 2.4 S,30.5369,97.4078,0.01,1.16,4.57,2.23,0,0,0,0,7.97,7.97,1
Taylor 3 SSW,30.54,-97.42,,,,,,,,,2.93,0,0
Taylor 8.5 SE,30.497442,97.296904,,1.2,5.4,2.73,,,,,9.33,9.33,1
Taylor Lake @ Nasa Road 1,29.565371,-95.053834,2.04,4.88,18.44,11.44,4.16,0,0,,40.96,40.96,1
Taylor Lake Village 4.1 WNW,29.5993328094482,95.1161117553711,,2.55,12.8,10.33,13.82,1.41,,,40.91,40.91,1
Taylor's Bayou @ Shoreacres Boulevard,29.619923,-95.021669,1.48,6.08,18.84,10.64,4.76,0,0,,41.8,41.8,1
Taylors Bayou @ State Highway 73 ( bridge ),29.88306,-94.05028,0.63,2.2,6.65,6.54,25.47,2.6,0,,44.09,44.09,1
Taylors Bayou Saltwater Barrier 11 Gate,29.85762,-94.014,0.79,2.24,5.48,6.02,17.09,0.47,0,,32.09,32.09,1
Taylors Bayou Saltwater Barrier 8 Gate,29.85972,-93.99833,0.63,2.21,4.68,4.84,21.38,2.6,0,,36.34,36.34,1
TELEGRAPH                7 E,30.34,-99.8,,,,0.68,,,,,0.68,0.68,1
TEMPLE                        ,31.15,-97.41,0.09,0.01,0,0.27,0,0,,,0.37,0.37,1
TEMPLE                   3 S,31.06,-97.35,0,0.05,1.46,0.68,0,0,,,2.19,2.19,1
Temple 1.4 NW,31.112337,97.37992,,0.08,1.17,0.46,,,,,1.71,1.71,1
Temple 2.3 WSW,31.081391,97.397019,0.55,0.05,1.38,0.6,0.01,0,0,0,2.59,2.59,1
Temple 4.7 S,31.030587,97.349568,0,0.1,0.7,0.3,,,,,1.1,1.1,1
Temple 5.9 NNE,31.1778297424316,97.3293991088867,0,0.03,1.29,0.41,0,0,0,0,1.73,1.73,1
Temple 6.2 NNE,31.18611111,97.34222222,0.01,0.01,1.16,0.52,0.02,0,0,0,1.72,1.72,1
Temple 8.1 SE,31.0264333,97.2538594,0.03,1.04,1.74,0.15,0,0,0,0,2.96,2.96,1
Temple 8.5 SE,31.0229,97.2493,0,0.15,1.92,0.92,0,0,0,0,2.99,2.99,1
Temple 8.9 SE,31.00910556,97.25557778,0.16,0.18,1.94,0.95,,,,,3.23,3.23,1
Terlingua 0.6 E,29.321992,103.606328,0,0,0,0,0,0,0,0,0,0,1
Terlingua 11.1 NE,29.430683,103.48144,0.1,0,0,0,0,0,0,0,0.1,0.1,1
Terlingua 3.4 NNW,29.37,103.63,0.13,0,0,0,0,0,0,0,0.13,0.13,1
Terlingua 9.3 WSW,29.269458,103.757484,0.15,0,,0,0,0,0,0,0.15,0.15,1
TERREL                        ,32.71,-96.27,,,,,,0,0,,0,0,1
Terrell 1.3 NNE,32.74939,96.283264,,,,0.05,,,,,0.05,0.05,1
Terrell 1.8 NW,32.748186,96.316878,0,0,0,0.27,0,0,0,0,0.27,0.27,1
Terrell 6.1 NNE,32.8150833,96.255639,,,0.01,0.2,,,,,0.21,0.21,1
Terrell 8.2 SSW,32.627626,96.358616,0,0,0.07,0.45,0,0,0,0,0.52,0.52,1
Terrell Hills 1.0 NE,29.485591,98.433551,0,0.24,1.39,0.28,0,0,0,0,1.91,1.91,1
TEXARKANA                     ,33.37,-94.05,,,0.02,0,0,0,0.02,0,0.04,0.04,1
Texas City 1 E,29.4,-94.95,,,,,,,,,28.84,0,0
Texas City 1.5 E,29.40605,94.93413,1.73,2.25,11.94,1.35,12,2.42,0.02,,31.71,31.71,1
Texas City 3.1 E,29.401726,94.907946,,,8.66,2,10.5,0,0.01,0,21.17,21.17,1
Texas City 3.8 E,29.40516,94.894383,1.11,2.39,9.8,3.1,10.94,2.74,0,0,30.08,30.08,1
Texas City 4 ENE,29.42,-94.89,,,,,,,,,20.97,0,0
Texas City 4 W,29.4,-95.02,,,,,,,,,41,0,0
Texas City 4.4 W,29.4095,95.031378,0.83,4.01,12,2.58,10.34,2.85,0,,32.61,32.61,1
Texline 0.3 WNW,36.3783,103.0243,0,0,0,0,0,0,0,0,0,0,1
The Woodlands 1.4 WNW,30.166695,95.510314,,2.62,9.24,10.26,3.44,0.1,,,25.66,25.66,1
The Woodlands 1.8 SE,30.141739,95.465797,0,,,11,3.87,0.68,0,0,15.55,15.55,1
The Woodlands 2.3 ESE,30.1474361419678,95.4528045654297,,,,,,0.65,,,0.65,0.65,1
The Woodlands 2.8 N,30.198522,95.4958769,0,0.77,8.49,8.4,2.89,0.66,0,0,21.21,21.21,1
The Woodlands 3 SSE,30.12,-95.47,,,,,,,,,28.5,0,0
The Woodlands 5.8 NW,30.213511,95.56211,7.55,1.5,9.32,2.9,2.55,1,,,24.82,24.82,1
Thicket 4 SE,30.35,-94.58,,,,,,,,,29.88,0,0
THOMASTON                     ,29,-97.15,,0,,,,,,,0,0,1
THORNDALE                3 SSE,30.58,-97.19,0,0.7,4.12,3.3,0.12,0,,,8.24,8.24,1
Thorndale 4.7 E,30.605078,97.127251,0,0.84,4.9,2.8,0.11,0,0,0,8.65,8.65,1
Thorndale 8.8 N,30.740862,97.213828,0,0.7,5.13,3.44,0,0,0,0,9.27,9.27,1
Thrall 10.5 SSE,30.4458,97.235,,1.51,6.03,2.75,0.15,0,0,,10.44,10.44,1
Thrall 10.8 SSE,30.453555,97.206004,,1.26,5.82,2.65,0.12,,,,9.85,9.85,1
THREE RIVERS 4 W/Choke Canyon Dam,28.47,-98.27,0.18,2.16,0.81,0.04,0,,,,3.19,3.19,1
Three Rivers 8.6 NNE,28.5804,98.118,0,2.03,1.73,0.31,0,0,0,,4.07,4.07,1
Threemile Creek @ FM 362,30.193345,-95.933637,0.32,12.4,13.6,1.28,0.24,0,0,,27.84,27.84,1
Threemile Creek @ Joseph Road,30.152994,-95.863216,0.32,11.96,12.16,1.68,0.48,0,0,,26.6,26.6,1
Tilden 16.0 NNW,28.535833,98.795833,,0.23,0.55,0,0,0,0,0,0.78,0.78,1
Timberwood Park 1.6 S,29.682471,98.479847,0.06,,1.48,0.18,,,,,1.72,1.72,1
Timberwood Park 2 WSW,29.7,-98.51,,,,,,,,,2.68,0,0
Timberwood Park 2.3 ENE,29.713361,98.440639,,3.28,,,,,,,3.28,3.28,1
Timberwood Park 2.5 NW,29.725871,98.512642,,0.5,1.8,,,,,,2.3,2.3,1
Timberwood Park 3.0 SW,29.671141,98.50869,0.02,0.32,1.32,0.15,0,0,0,0,1.81,1.81,1
Timberwood Park 7.7 ENE,29.751932,98.361556,0.11,0.43,4.39,0.77,0,0,0,0,5.7,5.7,1
Tom Miller Dam,30.29,-97.79,,,,,,,,,7.97,0,0
TOMBALL                       ,30.06,-95.62,,,,8.92,,,,,8.92,8.92,1
Tomball 2.7 ENE,30.1134853363037,95.5747985839844,0,3.25,9.72,9.43,4.15,0.64,0,0,27.19,27.19,1
Tomball 4.3 S,30.0342044830322,95.6225662231445,,2.15,,,,,,,2.15,2.15,1
Tomball 6.2 W,30.0803337,95.717847,,2.6,,,,,,,2.6,2.6,1
Tomball 7.2 SSE,29.99989,95.574505,,4,10.3,9.18,4.93,0.53,0,0,28.94,28.94,1
TOW                           ,30.85,-98.44,0,0,0.1,0.31,0,,,,0.41,0.41,1
TOW                      5 SSW,30.82,-98.5,0.01,0,0.11,0.17,0,,,,0.29,0.29,1
TOW                      5 W,30.88,-98.55,0,0.24,0.12,0.17,0,,,,0.53,0.53,1
TOW                      9 NNE,31.01,-98.4,0,0,0.21,0.24,0,,,,0.45,0.45,1
TOW                     10 NNW,30.96,-98.55,0,0,0.15,0.2,0,,,,0.35,0.35,1
TOW                     11 ENE,30.92,-98.29,0,0.07,0.63,0.48,0,,,,1.18,1.18,1
TOW                     11 N,31.04,-98.47,0.06,0,0.12,0.15,0,,,,0.33,0.33,1
Tow 10 E,30.89,-98.32,,,,,,,,,1.18,0,0
TOWN BLUFF               2 NE,30.8,-94.18,0,0,4.04,5.55,4.05,7.91,,,21.55,21.55,1
Tram Road @ Ditch 1002,30.16917,-94.19972,0,0.27,4.45,10.08,6.18,12.68,,,33.66,33.66,1
Tram Road @ Walker Ditch 1000,30.15889,-94.20917,0.12,0.31,4.76,10.75,6.22,2.68,,,24.84,24.84,1
TRINITY                  5 N,31.01,-95.37,,,,,0.77,,,,0.77,0.77,1
TRINITY                 10 E,30.95,-95.2,,,,7.72,,,,,7.72,7.72,1
Trinity 2.9 E,30.9441465139389,95.3236739337444,0,0,4.75,8.4,0.91,0.87,0.25,0,15.18,15.18,1
Trinity 5.1 NW,31.00456111,95.423525,0,0,4.41,7.77,0.79,0.66,0.04,0,13.67,13.67,1
Troy 3.1 SE,31.1636,97.26945,0,0.11,1.21,0.43,0,0,0,0,1.75,1.75,1
Troy 4.3 ESE,31.169692,97.241619,,0.23,1.2,0.42,0,,0,,1.85,1.85,1
TRUSCOTT                      ,33.82,-99.79,,,0,0,,,,,0,0,1
TRUSCOTT                 3 NE,33.8,-99.84,,,0,0,,,,,0,0,1
TRUSCOTT                 3 W,33.76,-99.86,,,,0,,,,,0,0,1
Truscott 2.7 NW,33.777061,99.833918,0,,,,,,,,0,0,1
Turkey Creek @ FM 1959,29.583903,-95.187552,2.2,12.48,13.48,10.4,3.44,0,0,,42,42,1
Turner Road @ Ditch 600,30.06417,-94.31528,0.39,3.31,9.68,6.34,14.8,5.28,0,,39.8,39.8,1
Turtle Bayou at Hwy 563,29.82799,-94.66963,1.34,5.47,11.81,11.81,10.16,1.18,0,,41.77,41.77,1
Tuscola 13.1 WNW,32.2615,100.015,0,0.06,0.02,0,0,0,0,0,0.08,0.08,1
Tuscola 9.6 WNW,32.2442,99.9574,,0.3,0.04,,,,,,0.34,0.34,1
TYLER                         ,32.35,-95.4,,,0.08,0,0,0,0,,0.08,0.08,1
TYLER                    3 SE,32.31,-95.3,,,0.13,0.02,0,0,0,,0.15,0.15,1
Tyler 1.7 NE,32.34425,95.28104,,0,0.01,0,0,0,0,0,0.01,0.01,1
Tyler 4.1 SSW,32.272033,95.323222,0,0.01,0.13,0.03,0,0,0,0,0.17,0.17,1
Tyler 8.9 ESE,32.27056,95.16664,,,,,,,,0,0,0,1
Tyrrell Park Detention @ Phelps Road,30.0218,-94.16035,0.74,1.78,8.97,6.7,21.89,4.68,0.04,,44.8,44.8,1
Uhland 4.4 SE,29.921663,97.739445,0.01,1.7,7.83,2.08,0.02,0,0,0,11.64,11.64,1
Universal City 0.6 NNE,29.560375,98.303604,0.04,0.37,,0.24,0.03,0,0,0,0.68,0.68,1
Universal City 0.9 SW,29.540665,98.315481,,0.43,2.16,0.34,,,,,2.93,2.93,1
University Park 3.1 WNW,32.863,96.845,0,0,0.02,0.55,0.31,,,,0.88,0.88,1
UTEP EHS,31.76610409,106.5048269,,2.24,,,,,,,2.24,2.24,1
Utopia 2.0 W,29.61589,99.55967,,,,0,0,0,0,0,0,0,1
Utopia 2.7 ENE,29.636861,99.489914,,0.1,0.02,,,,,,0.12,0.12,1
UVALDE                        ,29.21,-99.74,,0.3,,,,,,,0.3,0.3,1
VALERA                   6 N,31.83,-99.56,1.02,1.01,0.21,0.02,,,,,2.26,2.26,1
VALLEY VIEW                   ,33.44,-97.17,,,0,,,,,,0,0,1
Van 1.3 W,32.52082,95.65964,0,0,0.06,0,0,0,0.01,0,0.07,0.07,1
Van Alstyne 0.2 E,33.420378,96.570014,0.03,0.07,0.07,0,0,0,0,0,0.17,0.17,1
Van Alstyne 6.2 ENE,33.4477348327637,96.4722518920898,,0.09,0.02,,,,,,0.11,0.11,1
Van Horn 1.0 ENE,31.046372,104.820307,1.38,,,,,,,,1.38,1.38,1
Van Horn 48.6 NNE,31.71235,104.5901833,0.11,0.45,0,0,0,0,0,0,0.56,0.56,1
Van Horn 6.0 ENE,31.061294,104.736904,0.4,0.8,0,0,0,0,0,0,1.2,1.2,1
Vanderpool 3 NE,29.78,-99.53,,,,,,,,,0.39,0,0
Vanderpool 5 NE,29.75,-99.56,,,,,,,,,0.32,0,0
Victoria,28.82,-96.98,,,,,,,,,14.29,0,0
VICTORIA                      ,28.85,-96.92,1.06,,,,,,,,1.06,1.06,1
VICTORIA                 5 N,28.86,-97.02,,,,,0.8,0,,,0.8,0.8,1
Victoria 0.4 SE,28.8204078674316,96.977409362793,2.13,,,,,,,,2.13,2.13,1
Victoria 0.9 S,28.811458,96.984062,,,,,,,,0,0,0,1
Victoria 1.1 S,28.80765,96.98177,1.95,,,,,,,0,1.95,1.95,1
Victoria 1.2 NNE,28.838994,96.973326,1.15,,,,,0,0,0,1.15,1.15,1
Victoria 1.3 E,28.822,96.961,,,,,0,0,0,0,0,0,1
Victoria 1.6 W,28.823083,97.0088,0,,,,,,,,0,0,1
Victoria 2.1 NNW,28.8537,96.9903,,,,,,,,0,0,0,1
Victoria 2.2 NW,28.847777,97.00642,1.06,,,,,,,,1.06,1.06,1
Victoria 3.8 NW,28.8644,97.0254,0.6,10.42,3.42,1.16,0.61,0,0,0,16.21,16.21,1
Victoria 6.4 SSW,28.74225,97.0267686992884,1.39,10.15,2.57,0.52,0,0,0,,14.63,14.63,1
Victoria 9.5 SW,28.7476348876953,97.1129150390625,0.52,10.2,2.48,0.59,0.59,0,,,14.38,14.38,1
Victoria 9.5 WSW,28.748411,97.113392,0.5,,,,,,,,0.5,0.5,1
Victoria 9.7 ESE,28.778986,96.831036,0.61,9.43,1.13,0.61,0.63,,0,0,12.41,12.41,1
Victoria 11.9 SE,28.720195,96.825768,0.9,,,8.39,0.47,,,,9.76,9.76,1
Victoria 12.1 W,28.8421,97.18231667,0.21,8.47,1.77,0.86,0.54,0,0,0,11.85,11.85,1
Victoria 14.0 SW,28.659784,97.118868,0.56,,,,,,,,0.56,0.56,1
Victoria 15.0 WSW,28.7068076,97.1917534,0.3,10.15,2.1,1.46,0.32,0,0,0,14.33,14.33,1
Vidor 7.2 N,30.2327,93.9818,0.93,0.28,6.24,7.44,3.1,10.6,1.05,0,29.64,29.64,1
Vince Bayou @ West Ellaine Down Stream,29.694493,-95.21614,1.04,13.16,15.72,8.8,3.96,0,0,,42.68,42.68,1
Vogel Creek @ Gulf Bank Road,29.883128,-95.467416,0.72,6.6,17.56,6.36,2.24,0,0,,33.48,33.48,1
Vogel Creek @ Victory Drive,29.868133,-95.4692,0.76,6.64,17.92,6.72,2.32,0,0,,34.36,34.36,1
VOLENTE                  2 NE,30.47,-97.85,0.67,0.8,4.23,1.16,0.01,0,,,6.87,6.87,1
WACO                          ,31.61,-97.23,0.08,0,0.29,0.14,,0,,,0.51,0.51,1
WACO                     4 W,31.58,-97.2,0.34,0,0.55,0.1,0,0,,,0.99,0.99,1
Waco 1.0 WSW,31.563841,97.199036,0.53,0,0.72,0.24,0,0,,0,1.49,1.49,1
Waco 1.3 NNW,31.585409,97.192791,,,,,0,,,,0,0,1
Waco 1.9 SW,31.5512657165527,97.2070693969727,0.03,0.11,0.68,0.29,0,0,,,1.11,1.11,1
Waco 2.0 SW,31.548167,97.207807,0.04,0.08,0,,0.04,0,,0,0.16,0.16,1
Waco 2.2 ESE,31.556360244751,97.1494598388672,0.08,0.01,0.75,0.25,0.01,0,0,0,1.1,1.1,1
Waco 2.5 E,31.567457,97.140173,0.31,0.01,0.7,0.3,0,0,0,0,1.32,1.32,1
Waco 3.3 SE,31.5383094549179,97.1395482122898,0.4,,,,,0,,0,0.4,0.4,1
Waco 4.1 NE,31.616626,97.14032,,,0.53,0.13,0,0,0,,0.66,0.66,1
Waco 7.5 SW,31.4809443801641,97.257287800312,1.1,0.01,,,,,,,1.11,1.11,1
Waco 7.7 ESE,31.517404,97.066458,,,,,0.01,,0,,0.01,0.01,1
Waelder 7.1 WNW,29.7486598044634,97.3964897543192,0.28,,,,,,,,0.28,0.28,1
Wake Village 0.8 WNW,33.4272918701172,94.1255035400391,0,0.05,0,0,0,0,0.02,0,0.07,0.07,1
Walden Road @ Ditch 202,30.03861,-94.17806,1.02,1.93,8.74,7.21,20.47,4.41,0,,43.78,43.78,1
WALL                     3 NE,31.4,-100.28,,,0.11,,,,,,0.11,0.11,1
Waller 3.0 WSW,30.0351063162368,95.9661229235083,,3.5,14.07,17.33,2.17,0.16,,,37.23,37.23,1
Wallis 1.1 NE,29.641121,96.051037,,7.25,6.07,4.69,3.82,0,0,0,21.83,21.83,1
Walnut Creek @ Joseph Road,30.178866,-95.809912,0.32,12.8,12.2,2.04,0.68,0,0,,28.04,28.04,1
Walnut Springs 7.9 NW,32.13033,97.854675,1.01,0,0.21,0.49,,,,,1.71,1.71,1
Waring 2 NW,29.99,-98.93,,,,,,,,,0.79,0,0
WASHINGTON                    ,30.33,-96.15,0.02,,,,23.08,0,0,,23.1,23.1,1
Washington 3.1 SSW,30.28213889,96.17095833,0,3.42,11.91,8.25,1.16,0,0,0,24.74,24.74,1
Washington 8.6 SSW,30.221422,96.222499,0.87,1.62,7,8.2,1.16,0,0,0,18.85,18.85,1
Washington Boulevard @ Caldwood Cutoff,30.05611,-94.15722,0.99,1.61,8.98,6.45,20.44,4.76,0,,43.23,43.23,1
Washington State Park,30.32,-96.16,,,,,,,,,23.12,0,0
Waskom 4.4 S,32.41465,94.078767,,0,0.12,0.29,0,0.52,1.09,0,2.02,2.02,1
Watauga 1.2 SSE,32.85503,97.242028,0.07,0.02,0.17,0.51,0,0,0,0,0.77,0.77,1
Watauga 3.0 WNW,32.8905487060547,97.2982177734375,0.05,0.14,1.85,0,0,0,0,0,2.04,2.04,1
WATER VALLEY                  ,31.67,-100.73,,,0,0,,,,,0,0,1
WATSON                        ,30.93,-98.02,,0.07,1.19,0.57,,,,,1.83,1.83,1
WAXAHACHIE                    ,32.46,-96.91,,,0.04,0.28,,,,,0.32,0.32,1
Waxahachie 1.7 ENE,32.41993,96.82787,0.25,0,0.03,0.14,0,0,0,0,0.42,0.42,1
Waxahachie 10.2 SW,32.2927,96.9625,,,0.13,1.12,,,,,1.25,1.25,1
Waxahachie 2.6 ENE,32.41475,96.807754,0.11,0,0.04,0.26,0,0,0,0,0.41,0.41,1
Waxahachie 8.5 SW,32.315013,96.94892,0,,,,0.02,0,0,0,0.02,0.02,1
WEATHERFORD                   ,32.77,-97.79,,,0.15,,0.12,,,,0.27,0.27,1
Weatherford 4.2 SW,32.71971,97.82852,1.2,,,0.7,,,,,1.9,1.9,1
Webster 0.4 NW,29.5371,95.1215,0.03,4.57,17,6.37,13.8,1.55,0,0,43.32,43.32,1
Webster 1.6 NNW,29.5547561645508,95.1255416870117,0.65,4.84,12,7.41,14.38,1.65,0,0,40.93,40.93,1
Webster 2 NW,29.55,-95.14,,,,,,,,,52.3,0,0
Webster 2 S,29.5,-95.12,,,,,,,,,48.2,0,0
Webster 3.9 NNW,29.586487,95.137906,0.04,1.87,13.65,5.79,13.51,1.38,0.02,,36.26,36.26,1
WEIMAR                   7 S,29.6,-96.77,0.29,5.79,9.61,5.13,0.59,0,,,21.41,21.41,1
Wells Branch 1 S,30.43,-97.68,,,,,,,,,4.74,0,0
Wells Branch 3 S,30.4,-97.68,,,,,,,,,4.67,0,0
Wells Branch 4.2 S,30.385237,97.67878,0.04,1,5.47,2.1,0.03,0,0,0,8.64,8.64,1
Weser 1.9 NW,28.89151934,97.38211134,0.25,8.92,2.4,1.45,0.05,0,0,0,13.07,13.07,1
WESLACO                  2 E,26.15,-97.97,,0,,,,,,,0,0,1
WEST COLUMBIA            1 ESE,29.14,-95.63,2.72,4.75,,2.69,,,,,10.16,10.16,1
West Lake Hills 2.4 NNW,30.323086,97.827954,0.03,0.81,4.7,1.33,0.01,0,0,0,6.88,6.88,1
West Lake Hills 3 NNE,30.33,-97.78,,,,,,,,,6.82,0,0
